Date,Asset Number,Client,Price,Inspection Type,Task,Start,Finish
2020-07-31,50514942,CP478,"$4,800",Annual,CP478,2020-07-31,2020-08-07
2020-07-31,50510328,CP478,"$4,800",Annual,CP478,2020-07-31,2020-08-07
2020-07-31,50514943,CP478,"$4,800",Annual,CP478,2020-07-31,2020-08-07
2020-08-01,50510310,CP478,"$4,800",Annual,CP478,2020-08-01,2020-08-08
2020-08-01,50775201,CP478,"$4,800",Annual,CP478,2020-08-01,2020-08-08
2020-08-01,CRN- G571,Zelus,"$4,800",Annual,Zelus,2020-08-01,2020-08-08
2020-08-01,50775197,CP478,"$4,800",Annual,CP478,2020-08-01,2020-08-08
2020-08-01,50775200,CP478,"$4,800",Annual,CP478,2020-08-01,2020-08-08
2020-08-05,Demag 3-Ton,Westcon,"$4,800",Annual,Westcon,2020-08-05,2020-08-12
2020-08-05,CRN-R535,Zelus,"$4,800",Annual,Zelus,2020-08-05,2020-08-12
2020-08-05,Demag 10-Ton,Westcon,"$4,800",Annual,Westcon,2020-08-05,2020-08-12
2020-08-05,CRN - G572,Zelus,"$4,800",Annual,Zelus,2020-08-05,2020-08-12
2020-08-06,#3509-05,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#3509-04,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J24,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J26,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J25,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J27,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J28,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J20,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J22,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-06,#J21,CP901,"$4,800",Annual,CP901,2020-08-06,2020-08-13
2020-08-07,#J19,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-07,#J18,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-07,#3509-09,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-07,#3509-08,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-07,Yard Hoist 7.5-Ton,Peterbilt Manitoba,"$4,800",Annual,Peterbilt Manitoba,2020-08-07,2020-08-14
2020-08-07,#J9,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-07,#J10,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-07,#J11,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-07,#J29,CP901,"$4,800",Annual,CP901,2020-08-07,2020-08-14
2020-08-08,Crane 2,Monteferro,"$4,800",Annual,Monteferro,2020-08-08,2020-08-15
2020-08-08,#J17,CP901,"$4,800",Annual,CP901,2020-08-08,2020-08-15
2020-08-08,#J13,CP901,"$4,800",Annual,CP901,2020-08-08,2020-08-15
2020-08-08,#J14,CP901,"$4,800",Annual,CP901,2020-08-08,2020-08-15
2020-08-08,#J15,CP901,"$4,800",Annual,CP901,2020-08-08,2020-08-15
2020-08-08,#J12,CP901,"$4,800",Annual,CP901,2020-08-08,2020-08-15
2020-08-09,PU-8194,CN150,"$4,800",Annual,CN150,2020-08-09,2020-08-16
2020-08-11,50250248,CP478,"$4,800",Annual,CP478,2020-08-11,2020-08-18
2020-08-12,CRN-G572,Zelus,"$4,800",Annual,Zelus,2020-08-12,2020-08-19
2020-08-13,#J2 CM 1500lb,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J3,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J4,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J5,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J1,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,Crane 7-8,TRMT - Toromont CAT,"$4,800",Annual,TRMT - Toromont CAT,2020-08-13,2020-08-20
2020-08-13,Munck 5-Ton,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-08-13,2020-08-20
2020-08-13,#J7,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J8,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#3509-13,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J6,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#3509-06,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#3509-07,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#3509-10,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J16,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J23 DECOMISSIONED,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-13,#J30,CP901,"$4,800",Annual,CP901,2020-08-13,2020-08-20
2020-08-14,Crane #2,Monteferro,"$4,800",Annual,Monteferro,2020-08-14,2020-08-21
2020-08-14,#3509-15,CP901,"$4,800",Annual,CP901,2020-08-14,2020-08-21
2020-08-14,#3509-14,CP901,"$4,800",Annual,CP901,2020-08-14,2020-08-21
2020-08-15,Standard Transmission Line Vulcan 1/4-Ton,Westrans Wpg,"$4,800",Annual,Westrans Wpg,2020-08-15,2020-08-22
2020-08-16,Ladel crane,Amsco,"$4,800",Annual,Amsco,2020-08-16,2020-08-23
2020-08-18,Jib 32,CP901,"$4,800",Annual,CP901,2020-08-18,2020-08-25
2020-08-18,#3509-18,CP901,"$4,800",Annual,CP901,2020-08-18,2020-08-25
2020-08-18,#3509-20,CP901,"$4,800",Annual,CP901,2020-08-18,2020-08-25
2020-08-18,#3509-21,CP901,"$4,800",Annual,CP901,2020-08-18,2020-08-25
2020-08-18,#3509-19,CP901,"$4,800",Annual,CP901,2020-08-18,2020-08-25
2020-08-18,#J31,CP901,"$4,800",Annual,CP901,2020-08-18,2020-08-25
2020-08-19,#3509-16,CP901,"$4,800",Annual,CP901,2020-08-19,2020-08-26
2020-08-21,South shop,Ryerson Hervo,"$4,800",Annual,Ryerson Hervo,2020-08-21,2020-08-28
2020-08-21,South shop crane,Ryerson Hervo,"$4,800",Annual,Ryerson Hervo,2020-08-21,2020-08-28
2020-08-25,Inside crane 5 ton,Peterbilt,"$4,800",Annual,Peterbilt,2020-08-25,2020-09-01
2020-08-25,Outside crane,Peterbilt,"$4,800",Annual,Peterbilt,2020-08-25,2020-09-01
2020-08-26,7980,CP478,"$4,800",Annual,CP478,2020-08-26,2020-09-02
2020-08-27,Weld booth 12/13,Carte,"$4,800",Annual,Carte,2020-08-27,2020-09-03
2020-08-27,Scrap Crane,Amsco,"$4,800",Annual,Amsco,2020-08-27,2020-09-03
2020-08-27,Crane 1,Monteferro,"$4,800",Annual,Monteferro,2020-08-27,2020-09-03
2020-08-27,Crane 5,Monteferro,"$4,800",Annual,Monteferro,2020-08-27,2020-09-03
2020-08-27,Crane 3,Monteferro,"$4,800",Annual,Monteferro,2020-08-27,2020-09-03
2020-08-27,Crane 4,Monteferro,"$4,800",Annual,Monteferro,2020-08-27,2020-09-03
2020-08-27,Crane 6,Monteferro,"$4,800",Annual,Monteferro,2020-08-27,2020-09-03
2020-08-27,Spanco Jib 2-Ton,Toromont Cat Wpg,"$4,800",Annual,Toromont Cat Wpg,2020-08-27,2020-09-03
2020-08-27,No Bake Crane,Amsco,"$4,800",Annual,Amsco,2020-08-27,2020-09-03
2020-08-27,Zelus 7.5 ton aux and 12.5 ton main,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-08-27,2020-09-03
2020-08-27,Bay 1 Zelus 15-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-08-27,2020-09-03
2020-08-28,Bay 1 Provincial 15-Ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-08-28,2020-09-04
2020-08-28,Bay 4/5 Truck Shop Crane,Toromont Cat Wpg,"$4,800",Annual,Toromont Cat Wpg,2020-08-28,2020-09-04
2020-08-28,"Zelus 40 ton in bay 3 , Larco 30 ton in bay 2 and Larco 30 ton in bay 3",Samuel Coil,"$4,800",Annual,Samuel Coil,2020-08-28,2020-09-04
2020-08-29,"3509-11,3909-12 and 3509-17",CP901,"$4,800",Annual,CP901,2020-08-29,2020-09-05
2020-08-29,"3509-11 , 3509-12 , and 3509-17",CP901,"$4,800",Annual,CP901,2020-08-29,2020-09-05
2020-08-29,Zelus 40t,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-08-29,2020-09-05
2020-08-30,Provincial 10 ton,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-08-30,2020-09-06
2020-09-02,40 ton zelus,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-09-02,2020-09-09
2020-09-02,40 t zelus,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-09-02,2020-09-09
2020-09-02,East Yard Crane,Capitol Steel,"$4,800",Annual,Capitol Steel,2020-09-02,2020-09-09
2020-09-04,Yard crane 15 ton,CP2195,"$4,800",Annual,CP2195,2020-09-04,2020-09-11
2020-09-04,Quincey compressor,Capitol Steel,"$4,800",Annual,Capitol Steel,2020-09-04,2020-09-11
2020-09-08,Crane no. 4,Supreme Steel,"$4,800",Annual,Supreme Steel,2020-09-08,2020-09-15
2020-09-08,50775209,CP478,"$4,800",Annual,CP478,2020-09-08,2020-09-15
2020-09-08,Bay 2 30-Ton Larco,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-09-08,2020-09-15
2020-09-15,Demag crane,Buhler Trading Inc.,"$4,800",Annual,Buhler Trading Inc.,2020-09-15,2020-09-22
2020-09-17,5 ton munck,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-09-17,2020-09-24
2020-09-17,Sheet grabber,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-09-17,2020-09-24
2020-09-17,7.5 ton demag middle bay,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-09-17,2020-09-24
2020-09-18,Sheet grab/#3,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-09-18,2020-09-25
2020-09-19,10 ton (east),Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-09-19,2020-09-26
2020-09-19,7.5 ton kito outside crane,Peterbilt Manitoba,"$4,800",Annual,Peterbilt Manitoba,2020-09-19,2020-09-26
2020-09-19,Sheet grab #4,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-09-19,2020-09-26
2020-09-19,Large grabber,Ryerson Wilson Pl.,"$4,800",Annual,Ryerson Wilson Pl.,2020-09-19,2020-09-26
2020-09-19,Wheel shop 2 new monorails,CN150,"$4,800",Annual,CN150,2020-09-19,2020-09-26
2020-09-20,Na,Carte,"$4,800",Annual,Carte,2020-09-20,2020-09-27
2020-09-22,Bay 3&4 Bridge Crane,Toromont Cat Wpg,"$4,800",Annual,Toromont Cat Wpg,2020-09-22,2020-09-29
2020-09-22,15-Ton Demag,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-22,2020-09-29
2020-09-22,Outdoor Gantry Crane,Peterbuilt,"$4,800",Annual,Peterbuilt,2020-09-22,2020-09-29
2020-09-22,Bay 5,Vidir Machine Inc.,"$4,800",Annual,Vidir Machine Inc.,2020-09-22,2020-09-29
2020-09-22,25-Ton P&H K-Force,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-22,2020-09-29
2020-09-23,10-Ton Kone,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-23,2020-09-30
2020-09-23,P&H 30-Ton Bridge Crane,AM Castle,"$4,800",Annual,AM Castle,2020-09-23,2020-09-30
2020-09-23,25-Ton Stahl,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-23,2020-09-30
2020-09-23,"1-Ton Budgit Chain Hoist, Transmission Line",Westrans Wpg,"$4,800",Annual,Westrans Wpg,2020-09-23,2020-09-30
2020-09-24,6-Ton P&H Gantry Crane,AM Castle,"$4,800",Annual,AM Castle,2020-09-24,2020-10-01
2020-09-24,20-Ton Kone,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-24,2020-10-01
2020-09-24,Hervo Kone CA11013415,Ryerson Hervo,"$4,800",Annual,Ryerson Hervo,2020-09-24,2020-10-01
2020-09-24,Lower North Jib,AM Castle,"$4,800",Annual,AM Castle,2020-09-24,2020-10-01
2020-09-24,South Jib,AM Castle,"$4,800",Annual,AM Castle,2020-09-24,2020-10-01
2020-09-24,Upper North Jib,AM Castle,"$4,800",Annual,AM Castle,2020-09-24,2020-10-01
2020-09-24,Hervo Obrien 5-74301 Loading Double Hoist,Ryerson Hervo,"$4,800",Annual,Ryerson Hervo,2020-09-24,2020-10-01
2020-09-24,25-Ton Kone,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-24,2020-10-01
2020-09-24,Hervo Obrien 5-74302 3 ton Single Hoist,Ryerson Hervo,"$4,800",Annual,Ryerson Hervo,2020-09-24,2020-10-01
2020-09-25,CFF 348 Plate number,Westcon,"$4,800",Annual,Westcon,2020-09-25,2020-10-02
2020-09-25,CEF751 plate number,Westcon,"$4,800",Annual,Westcon,2020-09-25,2020-10-02
2020-09-25,New crane,Pretium,"$4,800",Annual,Pretium,2020-09-25,2020-10-02
2020-09-26,4 hoist gantry crane outside,Capitol Steel,"$4,800",Annual,Capitol Steel,2020-09-26,2020-10-03
2020-09-28,123123,Advance Crane,"$4,800",Annual,Advance Crane,2020-09-28,2020-10-05
2020-09-29,DC Crane,Amsco,"$4,800",Annual,Amsco,2020-09-29,2020-10-06
2020-09-29,20 tonne kone,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-29,2020-10-06
2020-09-29,Scrap wheel crane,CP478,"$4,800",Annual,CP478,2020-09-29,2020-10-06
2020-09-29,10 ton kone,Cascadia Metals Ltd.,"$4,800",Annual,Cascadia Metals Ltd.,2020-09-29,2020-10-06
2020-09-30,Correa milling machine,Advance Crane,"$4,800",Annual,Advance Crane,2020-09-30,2020-10-07
2020-09-30,Bay 1 15-Ton Zelus,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-09-30,2020-10-07
2020-10-01,Bay 1 10-Ton Provincial,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-10-01,2020-10-08
2020-10-02,Bay 3 40-Ton Zelus,Samuel Coil,"$4,800",Annual,Samuel Coil,2020-10-02,2020-10-09
2020-10-02,43847,Midland,"$4,800",Annual,Midland,2020-10-02,2020-10-09
2020-10-02,Ladle crane,Amsco,"$4,800",Annual,Amsco,2020-10-02,2020-10-09
2020-10-02,West crane,Carlson,"$4,800",Annual,Carlson,2020-10-02,2020-10-09
2020-10-02,43897,Midland,"$4,800",Annual,Midland,2020-10-02,2020-10-09
2020-10-02,43898,Midland,"$4,800",Annual,Midland,2020-10-02,2020-10-09
2020-10-02,Coffing 2-Ton,RNR,"$4,800",Annual,RNR,2020-10-02,2020-10-09
2020-10-02,43845,Midland,"$4,800",Annual,Midland,2020-10-02,2020-10-09
2020-10-02,43846,Midland,"$4,800",Annual,Midland,2020-10-02,2020-10-09
2020-10-02,43849,Midland,"$4,800",Annual,Midland,2020-10-02,2020-10-09
2020-10-02,Kone 5-Ton 2279-11822,RNR,"$4,800",Annual,RNR,2020-10-02,2020-10-09
2020-10-02,East crane,Carlson,"$4,800",Annual,Carlson,2020-10-02,2020-10-09
2020-10-02,43838,Midland,"$4,800",Annual,Midland,2020-10-02,2020-10-09
2020-10-03,West CM Chain Hoist,Carlson,"$4,800",Annual,Carlson,2020-10-03,2020-10-10
2020-10-03,North Kito,Carlson,"$4,800",Annual,Carlson,2020-10-03,2020-10-10
2020-10-03,South Kito,Carlson,"$4,800",Annual,Carlson,2020-10-03,2020-10-10
2020-10-03,Truck,WestCon,"$4,800",Annual,WestCon,2020-10-03,2020-10-10
2020-10-06,8132,Beaver Truck,"$4,800",Annual,Beaver Truck,2020-10-06,2020-10-13
2020-10-06,North east Kaverit,Russel Metals,"$4,800",Annual,Russel Metals,2020-10-06,2020-10-13
