Date,Asset Number,Client,Price,Inspection Type,Task,Start,Finish
2019-12-18,50381675,CP478,"$2,100",Semi-Annual,CP478,2019-12-18,2019-12-25
2019-12-19,P&H crane,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2019-12-19,2019-12-26
2019-12-20,4536,American Biaxis,"$2,100",Semi-Annual,American Biaxis,2019-12-20,2019-12-27
2019-12-20,BP1 Crane 1,American Biaxis,"$2,100",Semi-Annual,American Biaxis,2019-12-20,2019-12-27
2019-12-20,BP1 Crane 2,American Biaxis,"$2,100",Semi-Annual,American Biaxis,2019-12-20,2019-12-27
2019-12-20,6707,American Biaxis,"$2,100",Semi-Annual,American Biaxis,2019-12-20,2019-12-27
2019-12-20,Maintenance Shop Crane,American Biaxis,"$2,100",Semi-Annual,American Biaxis,2019-12-20,2019-12-27
2019-12-20,BP2 Crane 1,American Biaxis,"$2,100",Semi-Annual,American Biaxis,2019-12-20,2019-12-27
2019-12-20,15-Ton P&H Bridge Crane,AM Castle,"$2,100",Semi-Annual,AM Castle,2019-12-20,2019-12-27
2019-12-21,50775210,CP478,"$2,100",Semi-Annual,CP478,2019-12-21,2019-12-28
2019-12-21,50782823,CP478,"$2,100",Semi-Annual,CP478,2019-12-21,2019-12-28
2019-12-23,L4 hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-23,L3 hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-23,L1 hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-23,M1 air hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-23,M2 air hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-23,L2 hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-23,L11 air hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-23,Yard crane,Russel Metals,"$2,100",Semi-Annual,Russel Metals,2019-12-23,2019-12-30
2019-12-23,L10 air hoist,IPCO,"$2,100",Semi-Annual,IPCO,2019-12-23,2019-12-30
2019-12-24,South West,Capitol Steel,"$2,100",Semi-Annual,Capitol Steel,2019-12-24,2019-12-31
2019-12-25,Drott,CP478,"$2,100",Semi-Annual,CP478,2019-12-25,2020-01-01
2019-12-26,Zelus 15-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2019-12-26,2020-01-02
2019-12-31,Provincial 15-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2019-12-31,2020-01-07
2019-12-31,Mid Bay Larco 30-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2019-12-31,2020-01-07
2019-12-31,Bay 3 Larco 30-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2019-12-31,2020-01-07
2019-12-31,Bay 1 Provincial 10-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2019-12-31,2020-01-07
2019-12-31,Bay 3 Zelud 40-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2019-12-31,2020-01-07
2020-01-01,Shop 5 crane,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-01,2020-01-08
2020-01-01,Bridge Crane 3-TOn,Toromont Cat Wpg,"$2,100",Semi-Annual,Toromont Cat Wpg,2020-01-01,2020-01-08
2020-01-02,Shear A-1,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,B-4 Laser Jib,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Welding C-2,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Welding jib C-12,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Welding jib C-3,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Mill A-10 Jib,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Welding shop C-5 crane,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Weld shop C-8,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Welding shop jib D-2,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Center building E weld shop,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Maintenance shop jib,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Maintenance shop monorail #3,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Paint shop monorail,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-02,Weld shop jib E-2,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-02,2020-01-09
2020-01-03,Weld Shop Kone 10-Ton,Carte,"$2,100",Semi-Annual,Carte,2020-01-03,2020-01-10
2020-01-03,Southeast indoor crane,Capitol Steel,"$2,100",Semi-Annual,Capitol Steel,2020-01-03,2020-01-10
2020-01-03,50381257,CP478,"$2,100",Semi-Annual,CP478,2020-01-03,2020-01-10
2020-01-06,Welding shop E-3 crane,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-06,2020-01-13
2020-01-06,Welding shop E-4 crane,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-06,2020-01-13
2020-01-06,Assembly crane #14,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-06,2020-01-13
2020-01-06,Welding shop E1 crane,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-06,2020-01-13
2020-01-07,Assembly H-4 crane,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-07,2020-01-14
2020-01-07,5Ton Paint Shop North,Carlson,"$2,100",Semi-Annual,Carlson,2020-01-07,2020-01-14
2020-01-07,"25-Ton P&H Bridge Crane, 15-Ton P&H Bridge Crane, Jib",AM Castle,"$2,100",Semi-Annual,AM Castle,2020-01-07,2020-01-14
2020-01-08,Bridge Crane CM-2Ton.,New West Metals,"$2,100",Semi-Annual,New West Metals,2020-01-08,2020-01-15
2020-01-08,50937846,CP478,"$2,100",Semi-Annual,CP478,2020-01-08,2020-01-15
2020-01-08,Paint Dept North Fixed Hoist,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-08,2020-01-15
2020-01-08,Assembly I-1 Jib,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-08,2020-01-15
2020-01-08,"Assembly I-1 crane 15
",Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-08,2020-01-15
2020-01-08,Assembly H-5 crane 12,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-08,2020-01-15
2020-01-08,Bolts and Belting H-6,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-08,2020-01-15
2020-01-08,Electrical H-2 crane 11,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-01-08,2020-01-15
2020-01-12,50350228,CP478,"$2,100",Semi-Annual,CP478,2020-01-12,2020-01-19
2020-01-13,50381028,CP478,"$2,100",Semi-Annual,CP478,2020-01-13,2020-01-20
2020-01-13,Main Shop Crane #3,Supreme Steel,"$2,100",Semi-Annual,Supreme Steel,2020-01-13,2020-01-20
2020-01-14,50350248,CP478,"$2,100",Semi-Annual,CP478,2020-01-14,2020-01-21
2020-01-15,Pouring station,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-15,2020-01-22
2020-01-15,50381029,CP478,"$2,100",Semi-Annual,CP478,2020-01-15,2020-01-22
2020-01-16,50350382,CP478,"$2,100",Semi-Annual,CP478,2020-01-16,2020-01-23
2020-01-16,Dynex Jib,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-16,2020-01-23
2020-01-16,Monorail #1,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-16,2020-01-23
2020-01-16,50350247,CP478,"$2,100",Semi-Annual,CP478,2020-01-16,2020-01-23
2020-01-16,50381031,CP478,"$2,100",Semi-Annual,CP478,2020-01-16,2020-01-23
2020-01-16,P&H 25-Ton,Carte,"$2,100",Semi-Annual,Carte,2020-01-16,2020-01-23
2020-01-16,50935275,CP478,"$2,100",Semi-Annual,CP478,2020-01-16,2020-01-23
2020-01-17,50350295,CP478,"$2,100",Semi-Annual,CP478,2020-01-17,2020-01-24
2020-01-17,Service for Hwg#1,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-17,2020-01-24
2020-01-17,Jib back of pouring station,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-17,2020-01-24
2020-01-17,Service crane for hwg#3,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-17,2020-01-24
2020-01-17,Service crane for hwg#2,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-17,2020-01-24
2020-01-17,"Bertram
",Amsted,"$2,100",Semi-Annual,Amsted,2020-01-17,2020-01-24
2020-01-17,50605479,CP478,"$2,100",Semi-Annual,CP478,2020-01-17,2020-01-24
2020-01-20,Jib by fused silica spray tanks,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-20,Monorail #2,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-20,Tube mixer jib,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-20,Corebaker jib crane,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-20,Corebaker crane,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-20,Stamper entrance,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-20,Tube crane,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-20,1B Entrance,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-20,2020-01-27
2020-01-21,50350390,CP478,"$2,100",Semi-Annual,CP478,2020-01-21,2020-01-28
2020-01-21,Behind normalizing furnace,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-21,2020-01-28
2020-01-21,Monorail #4,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-21,2020-01-28
2020-01-21,2 Monorail above hubcutters,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-21,2020-01-28
2020-01-21,2 manual chain hoists on one Monorail above hubcutters,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-21,2020-01-28
2020-01-21,Between quencher 2 and 5,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-21,2020-01-28
2020-01-21,50936988,CP478,"$2,100",Semi-Annual,CP478,2020-01-21,2020-01-28
2020-01-21,PU-8196,CN150,"$2,100",Semi-Annual,CN150,2020-01-21,2020-01-28
2020-01-21,Jib crane @ machinist lathe,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-21,2020-01-28
2020-01-21,2 ton jib crane middle of machine shop,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-21,2020-01-28
2020-01-22,Dynex jib crane pour station,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-22,2020-01-29
2020-01-22,R300 Punch Press,Amsco,"$2,100",Semi-Annual,Amsco,2020-01-22,2020-01-29
2020-01-22,Kiln crane,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-22,2020-01-29
2020-01-22,Scrap Wheel Crane,CP478,"$2,100",Semi-Annual,CP478,2020-01-22,2020-01-29
2020-01-22,3-Ton P&H Gantry,AM Castle,"$2,100",Semi-Annual,AM Castle,2020-01-22,2020-01-29
2020-01-23,Tundish crane,Ancast,"$2,100",Semi-Annual,Ancast,2020-01-23,2020-01-30
2020-01-24,Kiln entrance monorail,Amsted,"$2,100",Semi-Annual,Amsted,2020-01-24,2020-01-31
2020-01-24,3-Ton P&H Gantry,AM Castle,"$2,100",Semi-Annual,AM Castle,2020-01-24,2020-01-31
2020-01-27,Crane no.6,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-01-27,2020-02-03
2020-01-28,WSC3,Supreme Steel,"$2,100",Semi-Annual,Supreme Steel,2020-01-28,2020-02-04
2020-01-28,High Bay#5 Abus Crane,Toromont Cat Wpg,"$2,100",Semi-Annual,Toromont Cat Wpg,2020-01-28,2020-02-04
2020-01-28,Crane #6,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-01-28,2020-02-04
2020-01-28,215-159,Motor Coach Ind.,"$2,100",Semi-Annual,Motor Coach Ind.,2020-01-28,2020-02-04
2020-01-28,Bay 3 Zelus 40-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-01-28,2020-02-04
2020-01-30,50514944,CP478,"$2,100",Semi-Annual,CP478,2020-01-30,2020-02-06
2020-01-30,50514942,CP478,"$2,100",Semi-Annual,CP478,2020-01-30,2020-02-06
2020-01-30,50510328,CP478,"$2,100",Semi-Annual,CP478,2020-01-30,2020-02-06
2020-01-30,50514943,CP478,"$2,100",Semi-Annual,CP478,2020-01-30,2020-02-06
2020-01-31,50510310,CP478,"$2,100",Semi-Annual,CP478,2020-01-31,2020-02-07
2020-01-31,50775201,CP478,"$2,100",Semi-Annual,CP478,2020-01-31,2020-02-07
2020-01-31,CRN- G571,Zelus,"$2,100",Semi-Annual,Zelus,2020-01-31,2020-02-07
2020-01-31,50775197,CP478,"$2,100",Semi-Annual,CP478,2020-01-31,2020-02-07
2020-01-31,50775200,CP478,"$2,100",Semi-Annual,CP478,2020-01-31,2020-02-07
2020-02-04,Demag 3-Ton,Westcon,"$2,100",Semi-Annual,Westcon,2020-02-04,2020-02-11
2020-02-04,CRN-R535,Zelus,"$2,100",Semi-Annual,Zelus,2020-02-04,2020-02-11
2020-02-04,Demag 10-Ton,Westcon,"$2,100",Semi-Annual,Westcon,2020-02-04,2020-02-11
2020-02-04,CRN - G572,Zelus,"$2,100",Semi-Annual,Zelus,2020-02-04,2020-02-11
2020-02-05,#3509-05,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#3509-04,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J24,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J26,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J25,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J27,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J28,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J20,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J22,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-05,#J21,CP901,"$2,100",Semi-Annual,CP901,2020-02-05,2020-02-12
2020-02-06,#J19,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-06,#J18,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-06,#3509-09,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-06,#3509-08,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-06,Yard Hoist 7.5-Ton,Peterbilt Manitoba,"$2,100",Semi-Annual,Peterbilt Manitoba,2020-02-06,2020-02-13
2020-02-06,#J9,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-06,#J10,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-06,#J11,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-06,#J29,CP901,"$2,100",Semi-Annual,CP901,2020-02-06,2020-02-13
2020-02-07,Crane 2,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-02-07,2020-02-14
2020-02-07,#J17,CP901,"$2,100",Semi-Annual,CP901,2020-02-07,2020-02-14
2020-02-07,#J13,CP901,"$2,100",Semi-Annual,CP901,2020-02-07,2020-02-14
2020-02-07,#J14,CP901,"$2,100",Semi-Annual,CP901,2020-02-07,2020-02-14
2020-02-07,#J15,CP901,"$2,100",Semi-Annual,CP901,2020-02-07,2020-02-14
2020-02-07,#J12,CP901,"$2,100",Semi-Annual,CP901,2020-02-07,2020-02-14
2020-02-08,PU-8194,CN150,"$2,100",Semi-Annual,CN150,2020-02-08,2020-02-15
2020-02-10,50250248,CP478,"$2,100",Semi-Annual,CP478,2020-02-10,2020-02-17
2020-02-11,CRN-G572,Zelus,"$2,100",Semi-Annual,Zelus,2020-02-11,2020-02-18
2020-02-12,#J2 CM 1500lb,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J3,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J4,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J5,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J1,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,Crane 7-8,TRMT - Toromont CAT,"$2,100",Semi-Annual,TRMT - Toromont CAT,2020-02-12,2020-02-19
2020-02-12,Munck 5-Ton,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-02-12,2020-02-19
2020-02-12,#J7,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J8,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#3509-13,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J6,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#3509-06,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#3509-07,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#3509-10,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J16,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J23 DECOMISSIONED,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-12,#J30,CP901,"$2,100",Semi-Annual,CP901,2020-02-12,2020-02-19
2020-02-13,Crane #2,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-02-13,2020-02-20
2020-02-13,#3509-15,CP901,"$2,100",Semi-Annual,CP901,2020-02-13,2020-02-20
2020-02-13,#3509-14,CP901,"$2,100",Semi-Annual,CP901,2020-02-13,2020-02-20
2020-02-14,Standard Transmission Line Vulcan 1/4-Ton,Westrans Wpg,"$2,100",Semi-Annual,Westrans Wpg,2020-02-14,2020-02-21
2020-02-15,Ladel crane,Amsco,"$2,100",Semi-Annual,Amsco,2020-02-15,2020-02-22
2020-02-17,Jib 32,CP901,"$2,100",Semi-Annual,CP901,2020-02-17,2020-02-24
2020-02-17,#3509-18,CP901,"$2,100",Semi-Annual,CP901,2020-02-17,2020-02-24
2020-02-17,#3509-20,CP901,"$2,100",Semi-Annual,CP901,2020-02-17,2020-02-24
2020-02-17,#3509-21,CP901,"$2,100",Semi-Annual,CP901,2020-02-17,2020-02-24
2020-02-17,#3509-19,CP901,"$2,100",Semi-Annual,CP901,2020-02-17,2020-02-24
2020-02-17,#J31,CP901,"$2,100",Semi-Annual,CP901,2020-02-17,2020-02-24
2020-02-18,#3509-16,CP901,"$2,100",Semi-Annual,CP901,2020-02-18,2020-02-25
2020-02-20,South shop,Ryerson Hervo,"$2,100",Semi-Annual,Ryerson Hervo,2020-02-20,2020-02-27
2020-02-20,South shop crane,Ryerson Hervo,"$2,100",Semi-Annual,Ryerson Hervo,2020-02-20,2020-02-27
2020-02-24,Inside crane 5 ton,Peterbilt,"$2,100",Semi-Annual,Peterbilt,2020-02-24,2020-03-02
2020-02-24,Outside crane,Peterbilt,"$2,100",Semi-Annual,Peterbilt,2020-02-24,2020-03-02
2020-02-25,7980,CP478,"$2,100",Semi-Annual,CP478,2020-02-25,2020-03-03
2020-02-26,Weld booth 12/13,Carte,"$2,100",Semi-Annual,Carte,2020-02-26,2020-03-04
2020-02-26,Scrap Crane,Amsco,"$2,100",Semi-Annual,Amsco,2020-02-26,2020-03-04
2020-02-26,Crane 1,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-02-26,2020-03-04
2020-02-26,Crane 5,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-02-26,2020-03-04
2020-02-26,Crane 3,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-02-26,2020-03-04
2020-02-26,Crane 4,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-02-26,2020-03-04
2020-02-26,Crane 6,Monteferro,"$2,100",Semi-Annual,Monteferro,2020-02-26,2020-03-04
2020-02-26,Spanco Jib 2-Ton,Toromont Cat Wpg,"$2,100",Semi-Annual,Toromont Cat Wpg,2020-02-26,2020-03-04
2020-02-26,No Bake Crane,Amsco,"$2,100",Semi-Annual,Amsco,2020-02-26,2020-03-04
2020-02-26,Zelus 7.5 ton aux and 12.5 ton main,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-02-26,2020-03-04
2020-02-26,Bay 1 Zelus 15-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-02-26,2020-03-04
2020-02-27,Bay 1 Provincial 15-Ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-02-27,2020-03-05
2020-02-27,Bay 4/5 Truck Shop Crane,Toromont Cat Wpg,"$2,100",Semi-Annual,Toromont Cat Wpg,2020-02-27,2020-03-05
2020-02-27,"Zelus 40 ton in bay 3 , Larco 30 ton in bay 2 and Larco 30 ton in bay 3",Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-02-27,2020-03-05
2020-02-28,"3509-11,3909-12 and 3509-17",CP901,"$2,100",Semi-Annual,CP901,2020-02-28,2020-03-06
2020-02-28,"3509-11 , 3509-12 , and 3509-17",CP901,"$2,100",Semi-Annual,CP901,2020-02-28,2020-03-06
2020-02-28,Zelus 40t,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-02-28,2020-03-06
2020-02-29,Provincial 10 ton,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-02-29,2020-03-07
2020-03-03,40 ton zelus,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-03-03,2020-03-10
2020-03-03,40 t zelus,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-03-03,2020-03-10
2020-03-03,East Yard Crane,Capitol Steel,"$2,100",Semi-Annual,Capitol Steel,2020-03-03,2020-03-10
2020-03-05,Yard crane 15 ton,CP2195,"$2,100",Semi-Annual,CP2195,2020-03-05,2020-03-12
2020-03-05,Quincey compressor,Capitol Steel,"$2,100",Semi-Annual,Capitol Steel,2020-03-05,2020-03-12
2020-03-09,Crane no. 4,Supreme Steel,"$2,100",Semi-Annual,Supreme Steel,2020-03-09,2020-03-16
2020-03-09,50775209,CP478,"$2,100",Semi-Annual,CP478,2020-03-09,2020-03-16
2020-03-09,Bay 2 30-Ton Larco,Samuel Coil,"$2,100",Semi-Annual,Samuel Coil,2020-03-09,2020-03-16
2020-03-16,Demag crane,Buhler Trading Inc.,"$2,100",Semi-Annual,Buhler Trading Inc.,2020-03-16,2020-03-23
2020-03-18,5 ton munck,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-03-18,2020-03-25
2020-03-18,Sheet grabber,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-03-18,2020-03-25
2020-03-18,7.5 ton demag middle bay,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-03-18,2020-03-25
2020-03-19,Sheet grab/#3,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-03-19,2020-03-26
2020-03-20,10 ton (east),Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-03-20,2020-03-27
2020-03-20,7.5 ton kito outside crane,Peterbilt Manitoba,"$2,100",Semi-Annual,Peterbilt Manitoba,2020-03-20,2020-03-27
2020-03-20,Sheet grab #4,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-03-20,2020-03-27
2020-03-20,Large grabber,Ryerson Wilson Pl.,"$2,100",Semi-Annual,Ryerson Wilson Pl.,2020-03-20,2020-03-27
2020-03-20,Wheel shop 2 new monorails,CN150,"$2,100",Semi-Annual,CN150,2020-03-20,2020-03-27
2020-03-21,Na,Carte,"$2,100",Semi-Annual,Carte,2020-03-21,2020-03-28
2020-03-23,Bay 3&4 Bridge Crane,Toromont Cat Wpg,"$2,100",Semi-Annual,Toromont Cat Wpg,2020-03-23,2020-03-30
2020-03-23,15-Ton Demag,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-23,2020-03-30
2020-03-23,Outdoor Gantry Crane,Peterbuilt,"$2,100",Semi-Annual,Peterbuilt,2020-03-23,2020-03-30
2020-03-23,Bay 5,Vidir Machine Inc.,"$2,100",Semi-Annual,Vidir Machine Inc.,2020-03-23,2020-03-30
2020-03-23,25-Ton P&H K-Force,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-23,2020-03-30
2020-03-24,10-Ton Kone,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-24,2020-03-31
2020-03-24,P&H 30-Ton Bridge Crane,AM Castle,"$2,100",Semi-Annual,AM Castle,2020-03-24,2020-03-31
2020-03-24,25-Ton Stahl,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-24,2020-03-31
2020-03-24,"1-Ton Budgit Chain Hoist, Transmission Line",Westrans Wpg,"$2,100",Semi-Annual,Westrans Wpg,2020-03-24,2020-03-31
2020-03-25,6-Ton P&H Gantry Crane,AM Castle,"$2,100",Semi-Annual,AM Castle,2020-03-25,2020-04-01
2020-03-25,20-Ton Kone,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-25,2020-04-01
2020-03-25,Hervo Kone CA11013415,Ryerson Hervo,"$2,100",Semi-Annual,Ryerson Hervo,2020-03-25,2020-04-01
2020-03-25,Lower North Jib,AM Castle,"$2,100",Semi-Annual,AM Castle,2020-03-25,2020-04-01
2020-03-25,South Jib,AM Castle,"$2,100",Semi-Annual,AM Castle,2020-03-25,2020-04-01
2020-03-25,Upper North Jib,AM Castle,"$2,100",Semi-Annual,AM Castle,2020-03-25,2020-04-01
2020-03-25,Hervo Obrien 5-74301 Loading Double Hoist,Ryerson Hervo,"$2,100",Semi-Annual,Ryerson Hervo,2020-03-25,2020-04-01
2020-03-25,25-Ton Kone,Cascadia Metals Ltd.,"$2,100",Semi-Annual,Cascadia Metals Ltd.,2020-03-25,2020-04-01
